fid,VALUE,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,layer,path,SAMPLE_TWI1,SAMPLE_SPI1,SAMPLE_slope1,SAMPLE_aspect1,SAMPLE_flow1,SAMPLE_road1,SAMPLE_river1,SAMPLE_LC1,SAMPLE_LC1_2,x,y,SAMPLE_rainfall1,SAMPLE_rainfall2
11,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404959.767139561,,,,,8804920,11.9022302627563,185.82633972168,739770.625,7201,429.534637451172,7,290.997497558594,404959.767139561,3030954.50891137,290.997497558594,255
12,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371192.429087495,,,,,42383596,24.3973159790039,296.323303222656,1737223.75,8130.88525390625,1041.39318847656,4,286.473022460938,371192.429087495,3032385.82341295,286.473022460938,255
13,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400519.771132715,,,,,64325.0859375,8.3764476776123,54.4623222351074,7679.27978515625,4306.33251953125,60,7,302.668273925781,400519.771132715,3032444.24441301,302.668273925781,255
14,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398445.825629517,,,,6.45253086090088,11516.279296875,13.4969053268433,101.309936523438,853.253295898438,150,256.320098876953,7,282.191772460938,398445.825629517,3026894.2494069,282.191772460938,255
15,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396401.090626364,,,,,106078.0078125,24.8643646240234,184.236389160156,4266.2666015625,2140.3271484375,948.683288574219,7,286.160095214844,396401.090626364,3026251.61840619,286.160095214844,255
16,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387842.414113168,,,,6.46247911453247,14192.783203125,16.6337280273438,51.9810562133789,853.253295898438,6377.31103515625,1641.24951171875,4,284.023406982422,387842.414113168,3026251.61840619,284.023406982422,255
17,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389536.62311578,,,,9.59296321868896,172573.6875,22.4726390838623,335.556030273438,7679.27978515625,4383.2861328125,953.414916992188,4,292.798156738281,389536.62311578,3027741.35390783,292.798156738281,255
18,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401921.875134876,,,,,321760.5625,2.79332232475281,285.255126953125,115189.1953125,3528.54077148438,169.705627441406,5,280.623077392578,401921.875134877,3028646.87940883,280.623077392578,255
19,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395378.723124788,,,,10.3045349121094,317560.4375,28.628927230835,48.8140754699707,11092.29296875,192.093734741211,295.465728759766,4,294.667694091797,395378.723124788,3028705.3004089,294.667694091797,255
20,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404726.0831392,,,,10.2043600082397,195120.0625,25.4086399078369,269.483825683594,7679.27978515625,6452.44140625,182.482879638672,7,282.601623535156,404726.0831392,3029552.40490983,282.601623535156,255
21,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384862.943108574,,,,,47149.5859375,27.629301071167,145.660339355469,1706.50659179688,4828.8818359375,934.344665527344,7,265.98974609375,384862.943108574,3028997.40540922,265.98974609375,255
22,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388280.571613843,,,,,13147.42578125,15.4085845947266,36.1581840515137,853.253295898438,3319.30712890625,30,4,286.718627929688,388280.571613843,3029289.51040954,286.718627929688,255
23,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398036.878628886,,,,7.93866300582886,8292.9501953125,9.71921253204346,77.0053863525391,853.253295898438,1974.08203125,1170,4,269.754821777344,398036.878628886,3022454.25340201,269.754821777344,255
24,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398416.615129472,,,,5.03013324737549,19952.107421875,23.3835697174072,91.7013549804688,853.253295898438,2096.783203125,1006.23059082031,11,264.19970703125,398416.615129472,3021227.41240066,264.19970703125,255
25,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393567.672121995,,,,,9811.5908203125,11.4990367889404,255.379119873047,853.253295898438,5261.04541015625,2156.0380859375,4,285.681793212891,393567.672121995,3021753.20140124,285.681793212891,255
26,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400636.613132895,,,,8.95619010925293,80339.1640625,7.24279165267944,135,11092.29296875,67.0820388793945,169.705627441406,7,257.750823974609,400636.613132895,3023476.62090314,257.750823974609,255
27,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397014.51112731,,,,12.9232177734375,14789795,10.7062482833862,185.194427490234,1381417.125,2135.9072265625,607.453735351562,4,277.812286376953,397014.51112731,3023827.14690352,277.812286376953,255
28,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392253.199619968,,,,11.0351524353027,314260.96875,16.0134391784668,69.9439086914062,19624.826171875,6701.828125,2642.21484375,4,287.874298095703,392253.199619968,3022658.72690224,287.874298095703,255
29,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395846.091125508,,,,6.66099119186401,6067.96142578125,7.11155939102173,329.036254882812,853.253295898438,3240.55541992188,1849.81079101562,7,281.304412841797,395846.091125508,3024352.9359041,281.304412841797,255
30,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394327.145123166,,,,,126920.6484375,24.7915134429932,309.737609863281,5119.52001953125,3131.66088867188,391.152130126953,4,286.883605957031,394327.145123166,3025930.30290584,286.883605957031,255
31,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384366.364607808,,,,6.44228506088257,14201.033203125,16.6433963775635,113.629379272461,853.253295898438,8846.337890625,90,4,308.803039550781,384366.364607808,3016495.31139545,308.803039550781,255
32,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405018.188139651,,,,13.8332719802856,5333653,19.1160869598389,122.905242919922,279013.84375,4928.8642578125,241.867736816406,7,219.904861450195,405018.188139651,3016232.41689516,219.904861450195,255
33,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389419.7811156,,,,8.08588600158691,101642.7265625,19.8539562225342,354.559661865234,5119.52001953125,5460.74169921875,283.019439697266,4,299.876220703125,389419.7811156,3018598.46739776,299.876220703125,255
34,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403732.926137669,,,,6.42728090286255,16887.705078125,19.7921352386475,115.346176147461,853.253295898438,2642.72583007812,84.8528137207031,7,201.165832519531,403732.926137669,3018335.57289747,201.165832519531,255
35,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386089.784110465,,,,,69098.5,26.9941329956055,31.9543647766113,2559.76000976562,8574.5966796875,780,4,296.027252197266,386089.784110465,3018802.94089799,296.027252197266,255
36,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392603.725620509,,,,,51038.06640625,29.907922744751,136.808746337891,1706.50659179688,3308.3076171875,480,4,289.979064941406,392603.725620509,3018948.99339815,289.979064941406,255
37,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383081.102605826,,,,6.66099119186401,6067.96142578125,7.11155939102173,202.166351318359,853.253295898438,9317.4521484375,216.333068847656,4,338.449798583984,383081.102605826,3013106.89339171,338.449798583984,255
38,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385505.574109564,,,,,4142.65234375,4.85512638092041,220.91438293457,853.253295898438,6898.82568359375,424.264068603516,4,338.220184326172,385505.574109564,3013165.31439178,338.220184326172,255
39,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402243.190635372,,,,7.86052989959717,49241.95703125,28.8554153442383,43.1118125915527,1706.50659179688,5585.88427734375,339.411254882812,7,264.694274902344,402243.190635372,3013574.26139223,264.694274902344,255
40,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388835.571114699,,,,7.52141904830933,44160.25,25.8775730133057,4.55376434326172,1706.50659179688,4310.0927734375,30,4,321.486541748047,388835.571114699,3015239.25989406,321.486541748047,255
41,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389332.149615465,,,,7.93519687652588,53729.4140625,10.4950103759766,263.367492675781,5119.52001953125,4106.4951171875,241.867736816406,7,319.272399902344,389332.149615465,3015531.36489438,319.272399902344,255
